CHR	START	END	ID	LENGTH
14	74945252	74945668	chr14:74945252-74945668	417
14	74953055	74953264	chr14:74953055-74953264	210
14	74979647	74979849	chr14:74979647-74979849	203
14	75002594	75002707	chr14:75002594-75002707	114
14	75022774	75022972	chr14:75022774-75022972	199
14	75063712	75063840	chr14:75063712-75063840	129
14	75084517	75084879	chr14:75084517-75084879	363
14	75088511	75088981	chr14:75088511-75088981	471
14	75147497	75147752	chr14:75147497-75147752	256
14	75222289	75222420	chr14:75222289-75222420	132
14	75230324	75230759	chr14:75230324-75230759	436
14	75273610	75273816	chr14:75273610-75273816	207
14	75283710	75283845	chr14:75283710-75283845	136
14	75294850	75295010	chr14:75294850-75295010	161
14	75295962	75296541	chr14:75295962-75296541	580
14	75303518	75303867	chr14:75303518-75303867	350
14	75306960	75307295	chr14:75306960-75307295	336
14	75307736	75308185	chr14:75307736-75308185	450
14	75427715	75427838	chr14:75427715-75427838	124
14	75450484	75450649	chr14:75450484-75450649	166
14	75488800	75489132	chr14:75488800-75489132	333
14	75518834	75518979	chr14:75518834-75518979	146
14	75560958	75561313	chr14:75560958-75561313	356
14	75577610	75578051	chr14:75577610-75578051	442
14	75578832	75578986	chr14:75578832-75578986	155
14	75654102	75654552	chr14:75654102-75654552	451
14	75675418	75675556	chr14:75675418-75675556	139
14	75709059	75709593	chr14:75709059-75709593	535
14	75711121	75711487	chr14:75711121-75711487	367
14	75884214	75884393	chr14:75884214-75884393	180
14	75906725	75907057	chr14:75906725-75907057	333
14	75926568	75926715	chr14:75926568-75926715	148
14	75979143	75979631	chr14:75979143-75979631	489
14	75982431	75982735	chr14:75982431-75982735	305
14	76050791	76051182	chr14:76050791-76051182	392
14	76056272	76056414	chr14:76056272-76056414	143
14	76267708	76267833	chr14:76267708-76267833	126
14	76352780	76353353	chr14:76352780-76353353	574
14	76387060	76387593	chr14:76387060-76387593	534
14	76456278	76456560	chr14:76456278-76456560	283
14	76473786	76473900	chr14:76473786-76473900	115
14	76514587	76514979	chr14:76514587-76514979	393
14	76546780	76547216	chr14:76546780-76547216	437
14	76644869	76645311	chr14:76644869-76645311	443
14	76647681	76648134	chr14:76647681-76648134	454
14	76710083	76710530	chr14:76710083-76710530	448
14	76784780	76785128	chr14:76784780-76785128	349
14	76811008	76811282	chr14:76811008-76811282	275
14	76844392	76844592	chr14:76844392-76844592	201
14	76870268	76870425	chr14:76870268-76870425	158
14	76872798	76873352	chr14:76872798-76873352	555
14	76875871	76876402	chr14:76875871-76876402	532
14	76917073	76917577	chr14:76917073-76917577	505
14	76919191	76919359	chr14:76919191-76919359	169
14	76946991	76947448	chr14:76946991-76947448	458
14	76956747	76956915	chr14:76956747-76956915	169
14	76961062	76961220	chr14:76961062-76961220	159
14	77023596	77023806	chr14:77023596-77023806	211
14	77053221	77053646	chr14:77053221-77053646	426
14	77068209	77068631	chr14:77068209-77068631	423
14	77070627	77071001	chr14:77070627-77071001	375
14	77094657	77095102	chr14:77094657-77095102	446
14	77125043	77125285	chr14:77125043-77125285	243
14	77139673	77139963	chr14:77139673-77139963	291
14	77141203	77141319	chr14:77141203-77141319	117
14	77151391	77151722	chr14:77151391-77151722	332
14	77152154	77152490	chr14:77152154-77152490	337
14	77213337	77213844	chr14:77213337-77213844	508
14	77245927	77246095	chr14:77245927-77246095	169
14	77300890	77301445	chr14:77300890-77301445	556
14	77303085	77303235	chr14:77303085-77303235	151
14	77314041	77314184	chr14:77314041-77314184	144
14	77315967	77316309	chr14:77315967-77316309	343
14	77320765	77320979	chr14:77320765-77320979	215
14	77377037	77377242	chr14:77377037-77377242	206
14	77409348	77409473	chr14:77409348-77409473	126
14	77459112	77459438	chr14:77459112-77459438	327
14	77551408	77551673	chr14:77551408-77551673	266
14	77603955	77604208	chr14:77603955-77604208	254
14	77655019	77655422	chr14:77655019-77655422	404
14	77707306	77707640	chr14:77707306-77707640	335
14	77761792	77761912	chr14:77761792-77761912	121
14	77800441	77800647	chr14:77800441-77800647	207
14	77804692	77804865	chr14:77804692-77804865	174
14	77817472	77817646	chr14:77817472-77817646	175
14	77862157	77862661	chr14:77862157-77862661	505
14	78021995	78022308	chr14:78021995-78022308	314
14	78029581	78029751	chr14:78029581-78029751	171
14	78164253	78164621	chr14:78164253-78164621	369
14	78227813	78227970	chr14:78227813-78227970	158
14	78448529	78448782	chr14:78448529-78448782	254
14	78566561	78566913	chr14:78566561-78566913	353
14	78595944	78596063	chr14:78595944-78596063	120
14	78598056	78598534	chr14:78598056-78598534	479
14	78697448	78697703	chr14:78697448-78697703	256
14	78758349	78758636	chr14:78758349-78758636	288
14	78790374	78790491	chr14:78790374-78790491	118
14	78836863	78837166	chr14:78836863-78837166	304
14	78848212	78848709	chr14:78848212-78848709	498
14	78902049	78902391	chr14:78902049-78902391	343
14	78904229	78904350	chr14:78904229-78904350	122
14	78934044	78934200	chr14:78934044-78934200	157
14	78959669	78960062	chr14:78959669-78960062	394
14	78969133	78969448	chr14:78969133-78969448	316
14	79010931	79011387	chr14:79010931-79011387	457
14	79369845	79369974	chr14:79369845-79369974	130
14	79544008	79544290	chr14:79544008-79544290	283
14	79587358	79587508	chr14:79587358-79587508	151
14	79810308	79810436	chr14:79810308-79810436	129
14	80056233	80056575	chr14:80056233-80056575	343
14	80202988	80203245	chr14:80202988-80203245	258
14	80213561	80213845	chr14:80213561-80213845	285
14	80356516	80356723	chr14:80356516-80356723	208
14	80364359	80364594	chr14:80364359-80364594	236
14	80587096	80587375	chr14:80587096-80587375	280
14	80850316	80850499	chr14:80850316-80850499	184
14	81164054	81164547	chr14:81164054-81164547	494
14	81170549	81170961	chr14:81170549-81170961	413
14	81211936	81212148	chr14:81211936-81212148	213
14	81252424	81252537	chr14:81252424-81252537	114
14	81268214	81268366	chr14:81268214-81268366	153
14	81269419	81269741	chr14:81269419-81269741	323
14	81329944	81330074	chr14:81329944-81330074	131
14	81453122	81453596	chr14:81453122-81453596	475
14	81464465	81464896	chr14:81464465-81464896	432
14	81565899	81566244	chr14:81565899-81566244	346
14	81625457	81625646	chr14:81625457-81625646	190
14	81710310	81710570	chr14:81710310-81710570	261
14	81990267	81990613	chr14:81990267-81990613	347
14	81992105	81992247	chr14:81992105-81992247	143
14	82710207	82710672	chr14:82710207-82710672	466
14	82855848	82856374	chr14:82855848-82856374	527
14	82932400	82932552	chr14:82932400-82932552	153
14	82999941	83000074	chr14:82999941-83000074	134
14	83071967	83072192	chr14:83071967-83072192	226
14	83217556	83217708	chr14:83217556-83217708	153
14	83300464	83300859	chr14:83300464-83300859	396
14	83463498	83463900	chr14:83463498-83463900	403
14	83940403	83940523	chr14:83940403-83940523	121
14	85131541	85131872	chr14:85131541-85131872	332
14	85195790	85196278	chr14:85195790-85196278	489
14	85415229	85415558	chr14:85415229-85415558	330
14	85528528	85528922	chr14:85528528-85528922	395
14	85531779	85531894	chr14:85531779-85531894	116
14	85532209	85532423	chr14:85532209-85532423	215
14	85536520	85536737	chr14:85536520-85536737	218
14	85611872	85612116	chr14:85611872-85612116	245
14	85856572	85856689	chr14:85856572-85856689	118
14	86035929	86036193	chr14:86035929-86036193	265
14	86038431	86038818	chr14:86038431-86038818	388
14	86055614	86055803	chr14:86055614-86055803	190
14	86057025	86057386	chr14:86057025-86057386	362
14	86462287	86462525	chr14:86462287-86462525	239
14	86646789	86646986	chr14:86646789-86646986	198
14	86654641	86654871	chr14:86654641-86654871	231
14	86791105	86791223	chr14:86791105-86791223	119
14	86903618	86903910	chr14:86903618-86903910	293
14	86961159	86961443	chr14:86961159-86961443	285
14	87015005	87015150	chr14:87015005-87015150	146
14	87049891	87050263	chr14:87049891-87050263	373
14	87066227	87066554	chr14:87066227-87066554	328
14	87335118	87335282	chr14:87335118-87335282	165
14	87522625	87522742	chr14:87522625-87522742	118
14	87616035	87616501	chr14:87616035-87616501	467
14	87745570	87745852	chr14:87745570-87745852	283
14	87805221	87805636	chr14:87805221-87805636	416
14	87888205	87888484	chr14:87888205-87888484	280
14	87896470	87896782	chr14:87896470-87896782	313
14	87945021	87945357	chr14:87945021-87945357	337
14	88013771	88014130	chr14:88013771-88014130	360
14	88168592	88168853	chr14:88168592-88168853	262
14	88189315	88189652	chr14:88189315-88189652	338
14	88234025	88234147	chr14:88234025-88234147	123
14	88437794	88437925	chr14:88437794-88437925	132
14	88463369	88463604	chr14:88463369-88463604	236
14	88492162	88492553	chr14:88492162-88492553	392
14	88551499	88551709	chr14:88551499-88551709	211
14	88559962	88560189	chr14:88559962-88560189	228
14	88667417	88667860	chr14:88667417-88667860	444
14	88729272	88729475	chr14:88729272-88729475	204
14	88793079	88793371	chr14:88793079-88793371	293
14	88868656	88868884	chr14:88868656-88868884	229
14	89013070	89013301	chr14:89013070-89013301	232
14	89027219	89027571	chr14:89027219-89027571	353
14	89040214	89040777	chr14:89040214-89040777	564
14	89177491	89177858	chr14:89177491-89177858	368
14	89237842	89238225	chr14:89237842-89238225	384
14	89253278	89253452	chr14:89253278-89253452	175
14	89389014	89389169	chr14:89389014-89389169	156
14	89417965	89418335	chr14:89417965-89418335	371
14	89767707	89768118	chr14:89767707-89768118	412
14	89841948	89842110	chr14:89841948-89842110	163
14	89848235	89848468	chr14:89848235-89848468	234
14	89899984	89900242	chr14:89899984-89900242	259
14	89915270	89915635	chr14:89915270-89915635	366
14	89936801	89937008	chr14:89936801-89937008	208
14	89939439	89939753	chr14:89939439-89939753	315
14	89973196	89973632	chr14:89973196-89973632	437
14	90110053	90110213	chr14:90110053-90110213	161
14	90114666	90114816	chr14:90114666-90114816	151
14	90235305	90235739	chr14:90235305-90235739	435
14	90289369	90289606	chr14:90289369-90289606	238
14	90301625	90301883	chr14:90301625-90301883	259
14	90509509	90509670	chr14:90509509-90509670	162
14	90518971	90519187	chr14:90518971-90519187	217
14	90599849	90600187	chr14:90599849-90600187	339
14	90681556	90681723	chr14:90681556-90681723	168
14	90697564	90697947	chr14:90697564-90697947	384
14	90726717	90726994	chr14:90726717-90726994	278
14	90758478	90758821	chr14:90758478-90758821	344
14	90760716	90761085	chr14:90760716-90761085	370
14	90816431	90816650	chr14:90816431-90816650	220
14	90903075	90903301	chr14:90903075-90903301	227
14	91138521	91138800	chr14:91138521-91138800	280
14	91140674	91141086	chr14:91140674-91141086	413
14	91173122	91173479	chr14:91173122-91173479	358
14	91177341	91177907	chr14:91177341-91177907	567
14	91286425	91286869	chr14:91286425-91286869	445
14	91317383	91317580	chr14:91317383-91317580	198
14	91323417	91323954	chr14:91323417-91323954	538
14	91355035	91355227	chr14:91355035-91355227	193
14	91418685	91419204	chr14:91418685-91419204	520
14	91427335	91427493	chr14:91427335-91427493	159
14	91649900	91650264	chr14:91649900-91650264	365
14	91892970	91893190	chr14:91892970-91893190	221
14	91899254	91899589	chr14:91899254-91899589	336
14	91911602	91911960	chr14:91911602-91911960	359
14	92106672	92107060	chr14:92106672-92107060	389
14	92135414	92135571	chr14:92135414-92135571	158
14	92325907	92326105	chr14:92325907-92326105	199
14	92382681	92382982	chr14:92382681-92382982	302
14	92456753	92456996	chr14:92456753-92456996	244
14	92589309	92589528	chr14:92589309-92589528	220
14	92603537	92603923	chr14:92603537-92603923	387
14	92612996	92613413	chr14:92612996-92613413	418
14	92670292	92670406	chr14:92670292-92670406	115
14	92681039	92681523	chr14:92681039-92681523	485
14	92686750	92687224	chr14:92686750-92687224	475
14	92690325	92690863	chr14:92690325-92690863	539
14	92714579	92715011	chr14:92714579-92715011	433
14	92783846	92784181	chr14:92783846-92784181	336
14	92880669	92881110	chr14:92880669-92881110	442
14	92973213	92973655	chr14:92973213-92973655	443
14	93034470	93034682	chr14:93034470-93034682	213
14	93132540	93132790	chr14:93132540-93132790	251
14	93139205	93139586	chr14:93139205-93139586	382
14	93160340	93160694	chr14:93160340-93160694	355
14	93177998	93178340	chr14:93177998-93178340	343
14	93184392	93184505	chr14:93184392-93184505	114
14	93206962	93207235	chr14:93206962-93207235	274
14	93207282	93207439	chr14:93207282-93207439	158
14	93207531	93207722	chr14:93207531-93207722	192
14	93219133	93219487	chr14:93219133-93219487	355
14	93234070	93234222	chr14:93234070-93234222	153
14	93333189	93333395	chr14:93333189-93333395	207
14	93537075	93537188	chr14:93537075-93537188	114
14	93543863	93544081	chr14:93543863-93544081	219
14	93619202	93619511	chr14:93619202-93619511	310
14	93648898	93649125	chr14:93648898-93649125	228
14	93655116	93655443	chr14:93655116-93655443	328
14	93789102	93789218	chr14:93789102-93789218	117
14	93800809	93800944	chr14:93800809-93800944	136
14	93906759	93907149	chr14:93906759-93907149	391
14	93936133	93936684	chr14:93936133-93936684	552
14	93939285	93939412	chr14:93939285-93939412	128
14	93970679	93970879	chr14:93970679-93970879	201
14	93985084	93985255	chr14:93985084-93985255	172
14	94001747	94002170	chr14:94001747-94002170	424
14	94005337	94005599	chr14:94005337-94005599	263
14	94051092	94051533	chr14:94051092-94051533	442
14	94132296	94132625	chr14:94132296-94132625	330
14	94136672	94137216	chr14:94136672-94137216	545
14	94143330	94143584	chr14:94143330-94143584	255
14	94180750	94181056	chr14:94180750-94181056	307
14	94307555	94307710	chr14:94307555-94307710	156
14	94355576	94355844	chr14:94355576-94355844	269
14	94413037	94413274	chr14:94413037-94413274	238
14	94423451	94423879	chr14:94423451-94423879	429
14	94433927	94434280	chr14:94433927-94434280	354
14	94549293	94549883	chr14:94549293-94549883	591
14	94599479	94599610	chr14:94599479-94599610	132
14	94681408	94681611	chr14:94681408-94681611	204
14	94689506	94689958	chr14:94689506-94689958	453
14	94748894	94749057	chr14:94748894-94749057	164
14	95361482	95361812	chr14:95361482-95361812	331
14	95414691	95414820	chr14:95414691-95414820	130
14	95431216	95431570	chr14:95431216-95431570	355
14	95432162	95432611	chr14:95432162-95432611	450
14	95433184	95433345	chr14:95433184-95433345	162
14	95442412	95442889	chr14:95442412-95442889	478
14	95452488	95452758	chr14:95452488-95452758	271
14	95524275	95524494	chr14:95524275-95524494	220
14	95527410	95527712	chr14:95527410-95527712	303
14	95527749	95527904	chr14:95527749-95527904	156
14	95774361	95774632	chr14:95774361-95774632	272
14	95994357	95994743	chr14:95994357-95994743	387
14	95998747	95998889	chr14:95998747-95998889	143
14	96051814	96052026	chr14:96051814-96052026	213
14	96056718	96056967	chr14:96056718-96056967	250
14	96098639	96099139	chr14:96098639-96099139	501
14	96100548	96100960	chr14:96100548-96100960	413
14	96205799	96205963	chr14:96205799-96205963	165
14	96225847	96226052	chr14:96225847-96226052	206
14	96256505	96256680	chr14:96256505-96256680	176
14	96264969	96265130	chr14:96264969-96265130	162
14	96275482	96275919	chr14:96275482-96275919	438
14	96297075	96297321	chr14:96297075-96297321	247
14	96305036	96305166	chr14:96305036-96305166	131
14	96424351	96424744	chr14:96424351-96424744	394
14	96502029	96502167	chr14:96502029-96502167	139
14	96567370	96567580	chr14:96567370-96567580	211
14	96584220	96584491	chr14:96584220-96584491	272
14	96741449	96741700	chr14:96741449-96741700	252
14	96852865	96853177	chr14:96852865-96853177	313
14	97177131	97177325	chr14:97177131-97177325	195
14	97185255	97185434	chr14:97185255-97185434	180
14	97707838	97707951	chr14:97707838-97707951	114
14	97978415	97978672	chr14:97978415-97978672	258
14	98138571	98138955	chr14:98138571-98138955	385
14	98494671	98494847	chr14:98494671-98494847	177
14	99118271	99118389	chr14:99118271-99118389	119
14	99274633	99275053	chr14:99274633-99275053	421
14	99320034	99320492	chr14:99320034-99320492	459
14	99389282	99389694	chr14:99389282-99389694	413
14	99393021	99393472	chr14:99393021-99393472	452
14	99415682	99416033	chr14:99415682-99416033	352
14	99430583	99430759	chr14:99430583-99430759	177
14	99441598	99441732	chr14:99441598-99441732	135
14	99475390	99475542	chr14:99475390-99475542	153
14	99479890	99480027	chr14:99479890-99480027	138
14	99518309	99518809	chr14:99518309-99518809	501
14	99524937	99525153	chr14:99524937-99525153	217
14	99575700	99576007	chr14:99575700-99576007	308
14	99609477	99609829	chr14:99609477-99609829	353
14	99628779	99629308	chr14:99628779-99629308	530
14	99687693	99688270	chr14:99687693-99688270	578
14	99729796	99730218	chr14:99729796-99730218	423
14	99885267	99885795	chr14:99885267-99885795	529
14	99899706	99899979	chr14:99899706-99899979	274
14	99946784	99947302	chr14:99946784-99947302	519
14	99982446	99982877	chr14:99982446-99982877	432
14	99995713	99996194	chr14:99995713-99996194	482
14	100025287	100025515	chr14:100025287-100025515	229
14	100056993	100057210	chr14:100056993-100057210	218
14	100072685	100073070	chr14:100072685-100073070	386
14	100076118	100076468	chr14:100076118-100076468	351
14	100140610	100140781	chr14:100140610-100140781	172
14	100151271	100151419	chr14:100151271-100151419	149
14	100154988	100155414	chr14:100154988-100155414	427
14	100165513	100165698	chr14:100165513-100165698	186
14	100193693	100193867	chr14:100193693-100193867	175
14	100240092	100240239	chr14:100240092-100240239	148
14	100240335	100240550	chr14:100240335-100240550	216
14	100246823	100247185	chr14:100246823-100247185	363
14	100271259	100271490	chr14:100271259-100271490	232
14	100285121	100285495	chr14:100285121-100285495	375
14	100285716	100286018	chr14:100285716-100286018	303
14	100303146	100303483	chr14:100303146-100303483	338
14	100308160	100308312	chr14:100308160-100308312	153
14	100318261	100318481	chr14:100318261-100318481	221
14	100377027	100377183	chr14:100377027-100377183	157
14	100377786	100378183	chr14:100377786-100378183	398
14	100385199	100385441	chr14:100385199-100385441	243
14	100417371	100417877	chr14:100417371-100417877	507
14	100440151	100440559	chr14:100440151-100440559	409
14	100524875	100525120	chr14:100524875-100525120	246
14	100645657	100646219	chr14:100645657-100646219	563
14	100653438	100653589	chr14:100653438-100653589	152
14	100654871	100655171	chr14:100654871-100655171	301
14	100663116	100663685	chr14:100663116-100663685	570
14	100708435	100708597	chr14:100708435-100708597	163
14	100709749	100710083	chr14:100709749-100710083	335
14	100827129	100827412	chr14:100827129-100827412	284
14	100828155	100828385	chr14:100828155-100828385	231
14	100851185	100851508	chr14:100851185-100851508	324
14	100900936	100901166	chr14:100900936-100901166	231
14	100904446	100904600	chr14:100904446-100904600	155
14	101083886	101084061	chr14:101083886-101084061	176
14	101235302	101235531	chr14:101235302-101235531	230
14	101628462	101628820	chr14:101628462-101628820	359
14	101665505	101665817	chr14:101665505-101665817	313
14	101707250	101707679	chr14:101707250-101707679	430
14	101731232	101731345	chr14:101731232-101731345	114
14	101738110	101738240	chr14:101738110-101738240	131
14	101770924	101771237	chr14:101770924-101771237	314
14	101953867	101954084	chr14:101953867-101954084	218
14	101960258	101960624	chr14:101960258-101960624	367
14	101960905	101961481	chr14:101960905-101961481	577
14	102046495	102046737	chr14:102046495-102046737	243
14	102063226	102063470	chr14:102063226-102063470	245
14	102209303	102209524	chr14:102209303-102209524	222
14	102221061	102221201	chr14:102221061-102221201	141
14	102235156	102235730	chr14:102235156-102235730	575
14	102285294	102285427	chr14:102285294-102285427	134
14	102295456	102295569	chr14:102295456-102295569	114
14	102314160	102314717	chr14:102314160-102314717	558
14	102316772	102317150	chr14:102316772-102317150	379
14	102317396	102317724	chr14:102317396-102317724	329
14	102437901	102438330	chr14:102437901-102438330	430
14	102498400	102498568	chr14:102498400-102498568	169
14	102501875	102502021	chr14:102501875-102502021	147
14	102508136	102508299	chr14:102508136-102508299	164
14	102516875	102517118	chr14:102516875-102517118	244
14	102524408	102524837	chr14:102524408-102524837	430
14	102590659	102590865	chr14:102590659-102590865	207
14	102593364	102593534	chr14:102593364-102593534	171
14	102594588	102594947	chr14:102594588-102594947	360
14	102694592	102694851	chr14:102694592-102694851	260
14	102774742	102775211	chr14:102774742-102775211	470
14	102917895	102918200	chr14:102917895-102918200	306
14	102972690	102972851	chr14:102972690-102972851	162
14	103031959	103032141	chr14:103031959-103032141	183
14	103075601	103075832	chr14:103075601-103075832	232
14	103078317	103078566	chr14:103078317-103078566	250
14	103091664	103091866	chr14:103091664-103091866	203
14	103103412	103103675	chr14:103103412-103103675	264
14	103104874	103105407	chr14:103104874-103105407	534
14	103105817	103106031	chr14:103105817-103106031	215
14	103127108	103127275	chr14:103127108-103127275	168
14	103141250	103141540	chr14:103141250-103141540	291
14	103185462	103185727	chr14:103185462-103185727	266
14	103281582	103281798	chr14:103281582-103281798	217
14	103292802	103293208	chr14:103292802-103293208	407
14	103333665	103334021	chr14:103333665-103334021	357
14	103354836	103355100	chr14:103354836-103355100	265
14	103390968	103391433	chr14:103390968-103391433	466
14	103394033	103394509	chr14:103394033-103394509	477
14	103500040	103500584	chr14:103500040-103500584	545
14	103510682	103510876	chr14:103510682-103510876	195
14	103513484	103513597	chr14:103513484-103513597	114
14	103521146	103521333	chr14:103521146-103521333	188
14	103542399	103542545	chr14:103542399-103542545	147
14	103572110	103572428	chr14:103572110-103572428	319
14	103679415	103679710	chr14:103679415-103679710	296
14	103728785	103728945	chr14:103728785-103728945	161
14	103729515	103729668	chr14:103729515-103729668	154
14	103735465	103735649	chr14:103735465-103735649	185
14	103808446	103808790	chr14:103808446-103808790	345
14	103868635	103868814	chr14:103868635-103868814	180
14	103899384	103899509	chr14:103899384-103899509	126
14	103900989	103901467	chr14:103900989-103901467	479
14	103910323	103910639	chr14:103910323-103910639	317
14	103921502	103921820	chr14:103921502-103921820	319
14	104001155	104001282	chr14:104001155-104001282	128
14	104075628	104075886	chr14:104075628-104075886	259
14	104077905	104078411	chr14:104077905-104078411	507
14	104097127	104097281	chr14:104097127-104097281	155
14	104108345	104108508	chr14:104108345-104108508	164
14	104130893	104131445	chr14:104130893-104131445	553
14	104137493	104137753	chr14:104137493-104137753	261
14	104564002	104564403	chr14:104564002-104564403	402
14	104639861	104640373	chr14:104639861-104640373	513
14	104665690	104666039	chr14:104665690-104666039	350
14	104681434	104681592	chr14:104681434-104681592	159
14	104681862	104681993	chr14:104681862-104681993	132
14	104708578	104709167	chr14:104708578-104709167	590
14	104723610	104724021	chr14:104723610-104724021	412
14	104725126	104725303	chr14:104725126-104725303	178
14	104731338	104731559	chr14:104731338-104731559	222
14	104749270	104749488	chr14:104749270-104749488	219
14	104768419	104768805	chr14:104768419-104768805	387
14	104799636	104799763	chr14:104799636-104799763	128
14	104800252	104800444	chr14:104800252-104800444	193
14	104820722	104821140	chr14:104820722-104821140	419
14	104826503	104826686	chr14:104826503-104826686	184
14	104827528	104827909	chr14:104827528-104827909	382
14	104857182	104857323	chr14:104857182-104857323	142
14	104870864	104871051	chr14:104870864-104871051	188
14	104896562	104896992	chr14:104896562-104896992	431
14	104933456	104933670	chr14:104933456-104933670	215
14	104972697	104973057	chr14:104972697-104973057	361
14	105012254	105012519	chr14:105012254-105012519	266
14	105013248	105013437	chr14:105013248-105013437	190
14	105021843	105022017	chr14:105021843-105022017	175
14	105045775	105046235	chr14:105045775-105046235	461
14	105086823	105087070	chr14:105086823-105087070	248
14	105093795	105093927	chr14:105093795-105093927	133
14	105169255	105169413	chr14:105169255-105169413	159
14	105281799	105282346	chr14:105281799-105282346	548
14	105317701	105317860	chr14:105317701-105317860	160
14	105352192	105352545	chr14:105352192-105352545	354
14	105370855	105371186	chr14:105370855-105371186	332
14	105374541	105374694	chr14:105374541-105374694	154
14	105414950	105415183	chr14:105414950-105415183	234
14	105440302	105440415	chr14:105440302-105440415	114
14	105448573	105448966	chr14:105448573-105448966	394
14	105480677	105481258	chr14:105480677-105481258	582
14	105482049	105482206	chr14:105482049-105482206	158
14	105489538	105490081	chr14:105489538-105490081	544
14	105490662	105490870	chr14:105490662-105490870	209
14	105528420	105528638	chr14:105528420-105528638	219
14	105532920	105533070	chr14:105532920-105533070	151
14	106417542	106417943	chr14:106417542-106417943	402
14	106873085	106873198	chr14:106873085-106873198	114
15	22811714	22811908	chr15:22811714-22811908	195
15	22838332	22838491	chr15:22838332-22838491	160
15	22954909	22955024	chr15:22954909-22955024	116
15	22979273	22979411	chr15:22979273-22979411	139
15	22989887	22990074	chr15:22989887-22990074	188
15	23035820	23036379	chr15:23035820-23036379	560
15	23039624	23039889	chr15:23039624-23039889	266
15	23629341	23629531	chr15:23629341-23629531	191
15	23642433	23642731	chr15:23642433-23642731	299
15	23648998	23649197	chr15:23648998-23649197	200
15	23857074	23857376	chr15:23857074-23857376	303
15	23877981	23878212	chr15:23877981-23878212	232
15	24678594	24678778	chr15:24678594-24678778	185
15	24761808	24761972	chr15:24761808-24761972	165
15	24847025	24847329	chr15:24847025-24847329	305
15	25134700	25134949	chr15:25134700-25134949	250
15	25136228	25136407	chr15:25136228-25136407	180
15	25346020	25346313	chr15:25346020-25346313	294
15	25438396	25438516	chr15:25438396-25438516	121
15	25501896	25502127	chr15:25501896-25502127	232
15	25508424	25508772	chr15:25508424-25508772	349
15	25694002	25694137	chr15:25694002-25694137	136
15	25710225	25710429	chr15:25710225-25710429	205
15	25783666	25783795	chr15:25783666-25783795	130
15	25933888	25934226	chr15:25933888-25934226	339
15	26260650	26260813	chr15:26260650-26260813	164
15	26838791	26839050	chr15:26838791-26839050	260
15	26864752	26865125	chr15:26864752-26865125	374
15	26889407	26889651	chr15:26889407-26889651	245
15	26891343	26891753	chr15:26891343-26891753	411
15	26974190	26974414	chr15:26974190-26974414	225
15	27017315	27017481	chr15:27017315-27017481	167
15	27059690	27059861	chr15:27059690-27059861	172
15	27358927	27359127	chr15:27358927-27359127	201
15	27512360	27512523	chr15:27512360-27512523	164
15	27535550	27535679	chr15:27535550-27535679	130
15	27680283	27680396	chr15:27680283-27680396	114
15	28021672	28021855	chr15:28021672-28021855	184
15	28086076	28086481	chr15:28086076-28086481	406
15	28098863	28099041	chr15:28098863-28099041	179
15	28975682	28976014	chr15:28975682-28976014	333
15	29018522	29018651	chr15:29018522-29018651	130
15	29090497	29090936	chr15:29090497-29090936	440
15	29102105	29102519	chr15:29102105-29102519	415
15	29103821	29104179	chr15:29103821-29104179	359
15	29115108	29115273	chr15:29115108-29115273	166
15	29139802	29140208	chr15:29139802-29140208	407
15	29568921	29569125	chr15:29568921-29569125	205
15	29596429	29596551	chr15:29596429-29596551	123
15	29614010	29614123	chr15:29614010-29614123	114
15	29668051	29668578	chr15:29668051-29668578	528
15	29692620	29692853	chr15:29692620-29692853	234
15	29740847	29740965	chr15:29740847-29740965	119
15	29821466	29821703	chr15:29821466-29821703	238
15	29925871	29926192	chr15:29925871-29926192	322
15	29938822	29938952	chr15:29938822-29938952	131
15	29985393	29985603	chr15:29985393-29985603	211
15	30030480	30030620	chr15:30030480-30030620	141
15	30043280	30043574	chr15:30043280-30043574	295
15	30075309	30075598	chr15:30075309-30075598	290
15	30859199	30859726	chr15:30859199-30859726	528
15	30997374	30997594	chr15:30997374-30997594	221
15	31145434	31145578	chr15:31145434-31145578	145
15	31197475	31197764	chr15:31197475-31197764	290
15	31200702	31200970	chr15:31200702-31200970	269
15	31215323	31215684	chr15:31215323-31215684	362
15	31236599	31236722	chr15:31236599-31236722	124
15	31303158	31303338	chr15:31303158-31303338	181
15	31360823	31360984	chr15:31360823-31360984	162
15	31365904	31366126	chr15:31365904-31366126	223
15	31435400	31435596	chr15:31435400-31435596	197
15	31442707	31442928	chr15:31442707-31442928	222
15	31462239	31462405	chr15:31462239-31462405	167
15	31488444	31489008	chr15:31488444-31489008	565
15	31489990	31490383	chr15:31489990-31490383	394
15	31571786	31571937	chr15:31571786-31571937	152
15	31867934	31868175	chr15:31867934-31868175	242
15	31974860	31975068	chr15:31974860-31975068	209
15	31975972	31976104	chr15:31975972-31976104	133
15	31977882	31978172	chr15:31977882-31978172	291
15	32030255	32030417	chr15:32030255-32030417	163
15	32649421	32649701	chr15:32649421-32649701	281
15	32651242	32651692	chr15:32651242-32651692	451
15	32657516	32657828	chr15:32657516-32657828	313
15	32662637	32663016	chr15:32662637-32663016	380
15	32844122	32844471	chr15:32844122-32844471	350
15	32936264	32936643	chr15:32936264-32936643	380
15	32956007	32956372	chr15:32956007-32956372	366
